LB_MAL8_blanked,LB_MAL10_blanked,LB_MAL1_blanked,LB_MAL5_blanked,LB_MAL4_blanked,LB_LCY1_blanked,TIME[H]
1.0749666666666666,0.7616,0.4243999999999999,0.6725,0.3600333333333333,0.24866666666666667,4.249854444444445
1.1272666666666666,0.8141333333333334,0.5086333333333333,0.7747999999999999,0.40613333333333324,0.2871666666666667,4.499851111111111
1.1621333333333337,0.8516,0.6059666666666667,0.8668333333333332,0.4652333333333333,0.3271666666666667,4.749844444444444
1.2014,0.8839,0.7068,0.9482999999999998,0.5146333333333333,0.3682333333333333,4.999835
1.2313999999999998,0.9185333333333334,0.8213333333333335,1.0176333333333334,0.5578666666666667,0.4161666666666666,5.249827777777778
1.2672333333333332,0.9580333333333333,0.9610000000000001,1.0815666666666666,0.6073333333333333,0.46826666666666666,5.499820277777777
1.2891333333333335,0.9964333333333333,1.0731666666666666,1.1393333333333333,0.6479666666666668,0.5185666666666666,5.749814444444444
1.3101,1.026833333333333,1.1536333333333333,1.1904000000000001,0.7021666666666666,0.5713333333333332,5.999806944444445
1.331533333333333,1.0564666666666664,1.2087333333333332,1.2348333333333334,0.7417999999999999,0.6286333333333334,6.249803055555556
1.3503,1.0850000000000002,1.2569666666666666,1.2757666666666667,0.7836333333333333,0.6892000000000001,6.499793333333334
1.3743,1.1151000000000002,1.2944000000000002,1.3074,0.8173666666666666,0.7513666666666666,6.7497875
1.3936666666666668,1.1481,1.3315666666666666,1.3429333333333333,0.8539666666666668,0.8087666666666666,6.999779166666667
1.4123666666666668,1.1667666666666667,1.3621999999999999,1.3715,0.9017666666666668,0.8602666666666667,7.249771944444444
1.4265333333333332,1.1947333333333332,1.3873,1.3968,0.9241333333333334,0.9121666666666667,7.4997686111111115
1.4328000000000003,1.2169999999999999,1.4088666666666667,1.4185666666666665,0.9598666666666668,0.9656999999999999,7.749759722222222
1.4406666666666668,1.2419666666666667,1.4293333333333333,1.4365666666666665,0.9860666666666664,1.0121666666666667,7.999751388888889
1.4487333333333334,1.2616999999999998,1.4430666666666667,1.450333333333333,1.0204,1.0550333333333333,8.249748611111112
1.4512999999999998,1.2801000000000002,1.4550666666666667,1.4614333333333334,1.0523666666666667,1.0996333333333337,8.499736944444445
1.4547,1.2937000000000003,1.4571333333333334,1.4655333333333338,1.0827666666666667,1.1325333333333332,8.749730277777777
1.4633333333333334,1.3130333333333337,1.4660666666666666,1.472633333333333,1.1108999999999998,1.1669,8.999726944444445
1.4690333333333332,1.3267,1.4707999999999999,1.4747333333333332,1.1323666666666665,1.1946666666666665,9.249716388888888
1.4780666666666669,1.3399333333333334,1.4751666666666667,1.4772333333333332,1.1590333333333334,1.2220666666666664,9.499709722222223
1.4798333333333333,1.3467666666666667,1.479133333333333,1.4801333333333333,1.1813666666666667,1.245966666666667,9.749708055555555
1.4852,1.3574333333333333,1.4861666666666664,1.4811333333333334,1.207633333333333,1.2680333333333338,9.999696666666667
1.489,1.3635000000000002,1.4892333333333332,1.4853666666666667,1.2312,1.2886666666666666,10.249689722222223
1.4939,1.3686666666666667,1.4943333333333333,1.4884,1.2551666666666668,1.3056666666666663,10.499685833333332
1.498666666666667,1.3792000000000002,1.4997,1.4933,1.2717,1.3258999999999999,10.749675833333333
1.5003333333333333,1.3815,1.5036333333333336,1.4957333333333334,1.2905666666666669,1.3377666666666665,10.999669166666667
1.5047333333333335,1.3862,1.5075666666666667,1.4986,1.3084,1.3530666666666669,11.24966472222222
1.5067333333333333,1.3906333333333334,1.5119333333333334,1.5013666666666667,1.3157666666666668,1.3674333333333333,11.499656944444444
1.5076999999999998,1.3919333333333332,1.5137333333333332,1.5022333333333333,1.3295666666666666,1.3768000000000002,11.74964861111111
1.5103666666666666,1.3991666666666664,1.5178666666666665,1.5093,1.3422333333333336,1.3959333333333332,11.999639722222222
1.511566666666667,1.4017,1.5200000000000002,1.5114666666666665,1.3561333333333332,1.4021333333333335,12.24963361111111
1.5145666666666664,1.4037666666666664,1.5249333333333335,1.5149666666666666,1.3675,1.4112666666666667,12.499630555555555
1.5170333333333335,1.4066666666666667,1.5278333333333334,1.5176333333333336,1.3695,1.4187333333333334,12.749620833333333
1.5181999999999998,1.4111666666666667,1.5310333333333335,1.5199666666666665,1.3823999999999999,1.4277333333333333,12.99961361111111
1.5194333333333336,1.4119333333333333,1.5338666666666665,1.5229,1.3862,1.4313333333333333,13.249605833333334
1.5197666666666667,1.4133,1.5361000000000002,1.5258666666666665,1.3944666666666665,1.4373666666666667,13.499602222222222
1.5218666666666665,1.4151333333333331,1.5394999999999999,1.526833333333333,1.3997666666666666,1.4419666666666666,13.7495925
1.5229999999999997,1.4200999999999997,1.542933333333333,1.5316999999999998,1.4058000000000002,1.4476,13.999586944444443
1.5228,1.4207,1.5447666666666668,1.5323666666666664,1.4084666666666665,1.448,14.249578333333334
1.5216666666666665,1.4199333333333333,1.5447000000000002,1.5314999999999999,1.4094000000000002,1.4464666666666668,14.499572777777777
1.5249000000000001,1.4245333333333332,1.548533333333333,1.5369000000000004,1.4173666666666664,1.4507666666666668,14.749568333333334
1.5255333333333332,1.424866666666667,1.5498333333333332,1.5372666666666668,1.4217666666666668,1.4487333333333334,14.999558333333335
1.5257,1.4283000000000001,1.5518666666666667,1.5419333333333332,1.4234333333333333,1.4523000000000001,15.24955138888889
1.5255666666666667,1.4270666666666667,1.5510666666666668,1.5401,1.4223000000000001,1.4477666666666666,15.499544444444444
1.5282666666666664,1.430866666666667,1.5557666666666665,1.5449666666666666,1.4280333333333335,1.4531666666666667,15.749540277777777
1.5276666666666667,1.4314,1.5568333333333333,1.544633333333333,1.4318666666666666,1.4493333333333334,15.999533333333334
1.5302666666666667,1.4334,1.5612000000000001,1.5485333333333333,1.4366333333333332,1.4525666666666668,16.249524444444443
1.5285333333333335,1.4329333333333332,1.5586,1.5478666666666665,1.4337999999999997,1.4501333333333333,16.499526111111113
1.5314666666666665,1.4362333333333333,1.5631333333333335,1.5525666666666664,1.4352333333333334,1.452133333333333,16.74950972222222
1.5306000000000002,1.4371666666666667,1.5636333333333337,1.5528666666666668,1.4387666666666667,1.4501666666666666,16.999503333333333
