strain,is_good,classification_reason,delta_od,max_od,initial_od,snr,time_to_max,r_squared,a_err_pct,mu_err_pct,best_model,truncation_time,points_used,gompertz_a,gompertz_a_err,gompertz_mu,gompertz_mu_err,gompertz_lambda,gompertz_lambda_err,fit_r_squared,fit_rmse,fit_mae,baseline_std,monotone_fraction,residual_autocorr,delta_od_ci_lower,p_good,ml_classification,group
H2O-IMID5,False,BAD: Low R²: 0.942 < 0.95; Delta OD not significant: CI lower=0.019 < 0.1; Insufficient growth: delta_od=0.019 < 0.15; High residual autocorrelation: 0.73 > 0.7,0.0185999999999999,0.0185999999999999,,1859999.99999999,,0.9421263536756144,0.8139730624792949,4.475928499505538,gompertz,56.49842666666667,227,0.0159718705037398,0.0001300067234745,0.001,4.475928499505539e-05,3.9262782923697648,0.3771229680755139,0.9421263536756144,0.0012781027177188,0.0010462958815567,1e-08,0.5774058577405857,0.7332906505122017,0.0185999799999999,,,Group3
H2O-IMID8,False,BAD: Insufficient growth: delta_od=0.133 < 0.15,0.1325266666666666,0.1366333333333333,,33.135624769359374,,0.9988686859663782,0.6356469030850003,1.3600850355578815,gompertz,11.249660277777778,46,0.1118165077426331,0.0007107581686038,0.0184899971148444,0.000251479683834,1.6899528050396668,0.0379164875912647,0.9988686859663782,0.0013127613234834,0.0010924913360911,0.0039995221936848,0.6778242677824268,0.5448773596219909,0.1245276222792969,,,Group3
H2O-LCY01,False,BAD: Fit failed - `x0` is infeasible.,0.0059266666666666,0.0078333333333333,,,,0.0,inf,inf,gompertz,0.7499463888888889,4,,,,,,,,,,,,,,,,Group3
H2O-LCY2,False,BAD: Low R²: -2.907 < 0.95; High mu error: 86.2% > 20.0%; Low SNR: 3.2 < 5.0; Delta OD not significant: CI lower=0.002 < 0.1; Insufficient growth: delta_od=0.005 < 0.15; Non-monotonic signal: 0.44 < 0.55,0.0053566666666667,0.0336,,3.186454265479457,,-2.9073194591749596,2.277014427904466,86.21936283684903,gompertz,13.249607222222224,54,0.0293197629596473,0.0006676152328185,0.1696976093095372,0.1463121974960484,9.169111649343232e-17,0.0581383858339986,-2.9073194591749596,0.0046749089215271,0.0024029079448696,0.0016810743919027,0.4351464435146444,0.0865763835703054,0.0019945178828612,,,Group3
PERMETHRIN-PERM4,True,GOOD: Fit quality passed,0.1787333333333333,0.1787333333333333,,17873333.33333333,,0.9957733449860958,0.9623326791117645,1.5876206986642456,gompertz,41.748846666666665,168,0.1159281275834859,0.0011156142560182,0.0059927355446977,9.514190992383112e-05,14.795800238334278,0.1356180086786324,0.9957733449860958,0.0027403341111987,0.0018607537619901,1e-08,0.6491228070175439,0.7592962543156635,0.1787333133333333,,,Group4
PERMETHRIN-CYPERM2,False,BAD: Pre-fit SNR too low (0.0 < 3.0),0.0,0.0,,0.0,,,,,gompertz,95.2474111111111,382,,,,,,,,,,,,,,,,Group4
PERMETHRIN-PERM7,True,GOOD: Fit quality passed,0.2114666666666666,0.2114666666666666,,21146666.66666666,,0.9979663950698576,2.421701216432696,0.949014709031186,gompertz,26.49926027777778,107,0.1621778564657203,0.0039274631228148,0.0108586959977977,0.000103050622228,14.704767810398176,0.0576565777905521,0.9979663950698576,0.0017522723005415,0.0011277785243771,1e-08,0.6447368421052632,0.6213015110054448,0.2114666466666666,,,Group4
PERMETHRIN-CISPERM1,False,BAD: Pre-fit SNR too low (0.0 < 3.0),0.0,0.0,,0.0,,,,,gompertz,95.2474111111111,382,,,,,,,,,,,,,,,,Group4
LAMBDACYHALOTHRIN-LCY3,False,BAD: Delta OD not significant: CI lower=0.060 < 0.1; Insufficient growth: delta_od=0.060 < 0.15; Non-monotonic signal: 0.49 < 0.55; High residual autocorrelation: 0.74 > 0.7,0.0595666666666666,0.0595666666666666,,5956666.6666666595,,0.953701633926452,1.787504887525488,2.882936433447967,gompertz,95.2474111111111,382,0.0527628881922189,0.0009431392052355,0.001,2.882936433447967e-05,22.328019464037386,0.6692289653025145,0.953701633926452,0.0037405719155568,0.0029172054996192,1e-08,0.4868421052631579,0.7360650665294782,0.0595666466666666,,,Group4
LAMBDACYHALOTHRINANDLB-LCY3,True,GOOD: Fit quality passed,1.6264500000000004,1.666966666666667,,1325.416166697059,,0.9972730678241828,0.5749845242160644,1.4087794417343351,gompertz,25.249293333333338,102,1.101842267272526,0.0063354225180884,0.0885223629296677,0.0012470848502906,3.841393229446285,0.0826878374335151,0.9972730678241828,0.0202713758125715,0.0175784210750521,0.0012271240089466,0.9736842105263158,0.9482354196372854,1.623995751982107,,,Group4
PERMETHRINANDLB-PERM4,True,GOOD: Fit quality passed,1.8062633333333336,1.834266666666667,,139.3418243611532,,0.9889294920001722,1.207365199010236,3.4525199861576814,gompertz,17.249505555555555,70,1.586673399539484,0.0191569424479923,0.1963972744111626,0.0067806551513143,2.0010661701174133,0.1348880994177037,0.9889294920001722,0.0594797710531191,0.0477193103065341,0.0129628224807202,0.9473684210526316,0.9515063032438142,1.780337688371893,,,Group4
PERMETHRINANDLB-CYPERM2,True,GOOD: Fit quality passed,0.6700633333333333,0.6882,,194.66662433332303,,0.9960411462421752,4.217967689994091,1.207209214679275,gompertz,64.49823611111111,259,0.7069492096692803,0.0298188892485188,0.0190211270565798,0.0002296247985628,44.87540562722085,0.1787106350195199,0.9960411462421752,0.006496854363171,0.0043327950290776,0.0034421069129241,0.425438596491228,0.8794501577171333,0.6631791195074851,,,Group4
PERMETHRINANDLB-PERM7,True,GOOD: Fit quality passed,1.7386166666666667,1.8464,,25.06885209155925,,0.9909126406633032,1.040801700967956,2.8160717822289523,gompertz,16.499523611111112,67,1.624840082982472,0.0169113632216907,0.1845918138872401,0.0051982379831831,0.6294152730047752,0.1187847665580545,0.9909126406633032,0.0494639388180283,0.0407211522242254,0.0693536608823051,0.9429824561403508,0.9654964159493706,1.5999093449020565,,,Group4
PERMETHRINANDLB-CISPERM1,False,BAD: Non-monotonic signal: 0.48 < 0.55,0.3445000000000001,0.3452666666666667,,499.91160893948097,,0.9775413122857534,10.158994007996776,3.757362535723487,gompertz,95.2474111111111,382,0.8241251037767479,0.083722819911077,0.0114152188326413,0.0004289111557885,64.28930866947033,0.9081667619486464,0.9775413122857534,0.014368141685914,0.0101437582582897,0.0006891218244177,0.4824561403508772,0.9853537834348604,0.3431217563511645,,,Group4
LB-PERM4,True,GOOD: Fit quality passed,1.8186033333333345,1.8854000000000009,,89.6026934821079,,0.9845761054811004,0.8932493951295839,5.067972800644275,gompertz,16.24953361111111,66,1.6403293080650698,0.0146522316224245,0.3917869318164487,0.0198556551409363,2.0608548926743926,0.1122506038350654,0.9845761054811004,0.0752737079883862,0.0656910064621035,0.020296302071505,0.881578947368421,0.9310192294930876,1.7780107291903242,,,Group4
LB-CYPERM2,False,BAD: Low R²: 0.929 < 0.95; High A error: 55.8% > 20.0%; High mu error: 22.2% > 20.0%; Insufficient growth: delta_od=0.109 < 0.15; Non-monotonic signal: 0.55 < 0.55; High residual autocorrelation: 0.92 > 0.7,0.1092333333333333,0.1436,,74.58908605397265,,0.9290933229688866,55.8094703538767,22.151888206103063,gompertz,11.74965138888889,48,0.341899999921456,0.1908125790960694,0.0108836461022812,0.0024109331173252,1.0063485214013468,2.107992573157433,0.9290933229688866,0.0080401525097454,0.0067132738229714,0.0014644680490426,0.5482456140350878,0.9198693005587816,0.1063043972352481,,,Group4
LB-PERM7,True,GOOD: Fit quality passed,1.7900900000000004,1.8726333333333336,,27.20909612507077,,0.9841625840844048,0.8937601415587476,4.630566304205281,gompertz,15.749544166666666,64,1.6489642733962409,0.0147377854241594,0.3499576933177143,0.0162050230257441,1.2764949628055453,0.1144393542159288,0.9841625840844048,0.0722232025236472,0.0620754610364895,0.0657901310565988,0.8157894736842105,0.9457191175072432,1.6585097378868028,,,Group4
LB-LCY3,True,GOOD: Fit quality passed,1.13195,1.1803,,175.92090780187726,,0.9916831657801992,4.823393586711884,1.1198272555063669,gompertz,38.24894111111111,154,1.9693171826424696,0.094987918689592,0.0340608619650335,0.0003814228157448,4.612802458506047,0.2813993009824382,0.9916831657801992,0.0301574222977701,0.0252555788932096,0.0064344256412933,0.8245614035087719,0.9895896714840288,1.1190811487174133,,,Group4
LB-CISPERM1,False,BAD: Low R²: 0.649 < 0.95; Delta OD not significant: CI lower=0.018 < 0.1; Insufficient growth: delta_od=0.020 < 0.15; Non-monotonic signal: 0.50 < 0.55; High residual autocorrelation: 0.87 > 0.7,0.01991,0.0331333333333333,,20.458238947458156,,0.6485380668814068,4.861916426439794,11.821722190859912,gompertz,16.999513333333333,69,0.0313830346095729,0.0015258169147981,0.0030748557885791,0.0003635009090954,6.85793236133576e-21,0.5693375317769022,0.6485380668814068,0.003990753686121,0.0026757275324316,0.0009732020459402,0.5043859649122807,0.8709254563871149,0.0179635959081196,,,Group4
H2O-PERM4,False,BAD: Low R²: 0.883 < 0.95; High A error: 76.6% > 20.0%; High mu error: 30.3% > 20.0%; Delta OD not significant: CI lower=0.051 < 0.1; Insufficient growth: delta_od=0.053 < 0.15; High residual autocorrelation: 0.88 > 0.7,0.0527866666666666,0.0688333333333333,,68.4624390611457,,0.8827109919047211,76.55337122193343,30.29826323041725,gompertz,9.999699166666668,41,0.1274999999999996,0.0976055483079648,0.0041565683930748,0.0012593680330861,9.668575915870493e-14,2.7809702326365966,0.8827109919047211,0.0030586040753915,0.0024816112090888,0.0007710310557227,0.7236842105263158,0.8765834508611662,0.0512446045552212,,,Group4
H2O-CYPERM2,False,BAD: Pre-fit SNR too low (0.7 < 3.0),0.0023133333333333,0.0244666666666666,,0.7389579177889128,,,,,gompertz,95.2474111111111,382,,,,,,,,,,,,,,,,Group4
H2O-PERM7,False,BAD: Low R²: 0.824 < 0.95; High A error: 78.8% > 20.0%; High mu error: 29.0% > 20.0%; Delta OD not significant: CI lower=0.071 < 0.1; Insufficient growth: delta_od=0.073 < 0.15; High residual autocorrelation: 0.86 > 0.7,0.0729866666666666,0.0966666666666666,,65.60748341722729,,0.8238769311274026,78.84656695082388,29.033070989651904,gompertz,8.999725277777777,37,0.1675999999999997,0.1321468462095806,0.0066206448011572,0.0019221765050926,7.17690908933583e-18,2.289140849128388,0.8238769311274026,0.0049718735882481,0.0031948463598998,0.0011124747188138,0.7807017543859649,0.8606807018951481,0.0707617172290388,,,Group4
H2O-LCY3,False,BAD: Low R²: 0.573 < 0.95; Delta OD not significant: CI lower=0.031 < 0.1; Insufficient growth: delta_od=0.036 < 0.15; High residual autocorrelation: 0.97 > 0.7,0.0358766666666666,0.0654333333333333,,13.59314670676802,,0.572756908000037,1.0475927266999097,8.138723743702345,gompertz,49.748629722222226,200,0.0597951149326594,0.0006264092749563,0.0057434984040153,0.0004674474683267,6.600823976585897e-32,0.4620093640238626,0.572756908000037,0.0069445148904767,0.0049361625034386,0.0026393201986706,0.7456140350877193,0.967834819100398,0.0305980262693253,,,Group4
H2O-CISPERM1,False,BAD: Pre-fit SNR too low (1.5 < 3.0),0.0024666666666666,0.0073333333333333,,1.5351566464563802,,,,,gompertz,95.2474111111111,382,,,,,,,,,,,,,,,,Group4
