strain,is_good,classification_reason,delta_od,max_od,initial_od,snr,time_to_max,r_squared,a_err_pct,mu_err_pct,best_model,truncation_time,points_used,gompertz_a,gompertz_a_err,gompertz_mu,gompertz_mu_err,gompertz_lambda,gompertz_lambda_err,fit_r_squared,fit_rmse,fit_mae,baseline_std,monotone_fraction,residual_autocorr,delta_od_ci_lower,p_good,ml_classification,mu_refined,mu_refined_rel_err,mu_trunc_time,mu_identifiable,A_refined,A_refined_rel_err,A_trunc_time,A_identifiable,lam_refined,lam_refined_rel_err,lam_trunc_time,lam_identifiable,param_disagreement_hours,param_quality,usable_for
DIAZINONANDG-DIAZ26,True,"GOOD (per-param): growth_rate,carrying_capacity,lag_time identifiable (ML said BAD, per-param override)",0.105395,0.1057833333333333,,350.77036666130874,,0.9982216591070857,2.205032872382406,1.132845922230539,gompertz,31.999105277777776,60,0.10184051151017107,0.0019877354404071127,0.004560126820852319,5.656515694958811e-05,11.193580485143329,0.10967016724965155,0.9980958560850371,0.001235746159813193,0.0010413671283295944,0.0003004672287547187,1.0,0.9101801161575062,0.10479406554249057,2.9219856713423e-05,BAD,0.004547189994574002,0.011167185303369496,29.999156944444444,identifiable,0.09036918088213776,0.008052512219247578,40.99885972222222,identifiable,11.20333610478182,0.009177211521584898,30.99913,identifiable,10.999702777777777,all_identifiable,"growth_rate,carrying_capacity,lag_time"
DIAZINONANDG-DIAZ28,True,"GOOD (per-param): growth_rate,carrying_capacity,lag_time identifiable (ML said BAD, per-param override)",0.1256549999999999,0.1256999999999999,,1367.1709279634829,,0.9930541257044387,0.910821244526219,6.251112057242449,gompertz,25.999265,48,0.0970760243338149,0.0009995599214345796,0.02693064072518573,0.001818422315691817,11.6073070990371,0.1302088796501739,0.9918299148327437,0.003932119199595285,0.0027275176225056573,9.190877119306048e-05,0.8035714285714286,0.7677531387380776,0.1254711824576138,6.485533399045846e-05,BAD,0.02190146545238019,0.042218098634202374,15.999534166666663,identifiable,0.10067694199864344,0.007665695591886257,36.99896666666667,identifiable,11.597952356021077,0.010512812842124252,26.999236944444444,identifiable,20.999432500000005,all_identifiable,"growth_rate,carrying_capacity,lag_time"
DIAZINONANDG-DIAZ8,True,GOOD (ML): P(good)=1.000,0.18254499999999996,0.1838999999999999,,485.08407505840955,,0.9972101187277577,1.390192866102467,4.012550910002345,gompertz,17.999480833333333,37,0.1703076159349787,0.0015118616153310235,0.04835845961214024,0.0021184236767679944,7.8643640971252,0.08050699649371262,0.9968445024090825,0.0042009540740921,0.0034332573240708156,0.00037631620864490243,0.6428571428571429,0.6301058147394032,0.18179236758271014,0.9999930871983034,GOOD,0.04542691687106669,0.040125509100023445,14.999561111111111,identifiable,0.1704531770779945,0.006426009001362102,47.49868777777778,identifiable,7.783542560483465,0.009730416045106233,14.999561111111111,identifiable,32.49912666666667,all_identifiable,"growth_rate,carrying_capacity,lag_time"
DIAZINON-DIAZ11,False,BAD: Rejected by ML pre-fit gate,0.0,0.0,,0.0,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
DIAZINON-DIAZ18,False,BAD: Rejected by ML pre-fit gate,0.0006999999999999593,0.0067999999999999,,1.941118899947039,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
DIAZINON-DIAZ21,False,BAD: Rejected by ML pre-fit gate,7.99999999999912e-05,9.9999999999989e-05,,3.207134902949091,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
DIAZINON-DIAZ22,False,BAD: Rejected by ML pre-fit gate,0.0,0.0,,0.0,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
DIAZINON-DIAZ23,False,BAD: Rejected by ML pre-fit gate,0.0,0.0,,0.0,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
DIAZINON-DIAZ26,False,BAD: Rejected by ML pre-fit gate,0.000499999999999974,0.0008666666666666,,1.9181090797607656,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
DIAZINON-DIAZ28,False,BAD: Rejected by ML pre-fit gate,7.99999999999912e-05,9.9999999999989e-05,,3.207134902949091,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
DIAZINON-DIAZ8,False,BAD: Rejected by ML pre-fit gate,0.00682000000000002,0.0104333333333333,,7.280898026628144,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
MALATHIONANDG-MAL1,True,"GOOD (per-param): growth_rate,carrying_capacity,lag_time identifiable (ML said BAD, per-param override)",0.0267166666666666,0.0267166666666666,,2671666.66666666,,0.998677234536807,0.7494580728426683,1.7855812360146008,gompertz,47.49868777777778,92,0.024884979846374212,0.0004177452784208526,0.001227416549783758,5.0072753689832554e-05,12.841132968344901,0.3894993462625688,0.9844870269287967,0.0011922916197758095,0.0009829334069945542,1e-08,0.6607142857142857,0.7263532250961844,0.0267166466666666,7.393651957305275e-06,BAD,0.0019368831116442268,0.017855847984350387,30.499143611111112,identifiable,0.018722399258529875,0.006736830139832297,32.99907611111111,identifiable,14.721423223689959,0.0053609041963090355,30.499143611111112,identifiable,2.4999324999999963,all_identifiable,"growth_rate,carrying_capacity,lag_time"
MALATHIONANDG-MAL10,True,"GOOD (per-param): growth_rate,carrying_capacity,lag_time identifiable (ML said BAD, per-param override)",0.0215166666666666,0.0215166666666666,,2151666.66666666,,0.9985574483116968,7.314619924093586,1.9610431647866304,gompertz,47.49868777777778,92,0.018877711483207615,0.00017921423937552862,0.003178767006595278,0.0002630684333551821,12.003161420462291,0.26677066878303946,0.9759283826261775,0.0012517245290365134,0.000906098112908158,1e-08,0.5178571428571429,-0.14460557560289752,0.0215166466666666,8.721101539805989e-06,BAD,0.004680128275205675,0.019610457805490335,16.49952222222222,identifiable,0.0187557702886362,0.009144533535427326,46.498713611111114,identifiable,12.91537376924368,0.004334451733217434,16.49952222222222,identifiable,29.999191388888892,all_identifiable,"growth_rate,carrying_capacity,lag_time"
MALATHIONANDG-MAL2,True,"GOOD (per-param): growth_rate,carrying_capacity,lag_time identifiable (ML said BAD, per-param override)",0.03085,0.03085,,3085000.0,,0.9970719091046453,0.7585493914965988,5.664515562216643,gompertz,47.49868777777778,96,0.027628391855064785,0.0008866338722292994,0.0010000000000000002,7.456917138608193e-05,1.9323688829090706,0.9623234117038182,0.9057178948174589,0.0026866703467059248,0.002296585133961413,1e-08,0.8035714285714286,0.21947198845762556,0.03084998,3.740944228332588e-06,BAD,0.006776796104637478,0.056644920407853384,14.999561111111111,identifiable,0.013603790887944615,0.007020730684498969,16.9995075,identifiable,5.685769247546087,0.010662608050896253,14.999561111111111,identifiable,1.9999463888888886,all_identifiable,"growth_rate,carrying_capacity,lag_time"
MALATHIONANDG-MAL3,False,BAD: Rejected by ML pre-fit gate,0.05523000000000006,0.05935,,11.05188772183109,,,,,gompertz,47.49868777777778,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
MALATHIONANDG-MAL4,True,"GOOD (per-param): growth_rate,carrying_capacity,lag_time identifiable (ML said BAD, per-param override)",0.0477166666666666,0.0477166666666666,,4771666.66666666,,0.9984009228615198,4.1828378330597475,1.14310648955743,gompertz,47.49868777777778,92,0.045647573167384874,0.0017053372384285763,0.0026745257401153757,0.000143480700600896,25.382823942540103,0.39545463162809735,0.9786061417330392,0.0023334206760125932,0.001504808245247753,1e-08,0.10714285714285714,0.08776520236133524,0.0477166466666666,6.401488114036717e-06,BAD,0.006071233483098535,0.01143108809093892,31.49911694444444,identifiable,0.026354127182937327,0.006857013062249884,36.99896666666667,identifiable,27.51670946457077,0.0011192278663950163,31.49911694444444,identifiable,5.499849722222226,all_identifiable,"growth_rate,carrying_capacity,lag_time"
MALATHIONANDG-MAL5,True,"GOOD (per-param): growth_rate,carrying_capacity,lag_time identifiable (ML said BAD, per-param override)",0.0257499999999999,0.0257499999999999,,2574999.99999999,,0.998763205615546,3.994867997991776,1.0212161227930996,gompertz,47.49868777777778,92,0.02321937446347834,0.0003614213630528427,0.002039910935891124,9.387206894018186e-05,25.601804555876186,0.2546830790427716,0.9890773810680061,0.0009883409246733167,0.00062381505436721,1e-08,0.125,-0.007038625225893621,0.0257499799999999,6.401466305195449e-06,BAD,0.0034645726188554343,0.010212181210885326,30.99913,identifiable,0.016812655785534755,0.008233130395963859,34.999024166666665,identifiable,26.92610389305678,0.0011166662522514633,30.99913,identifiable,3.999894166666664,all_identifiable,"growth_rate,carrying_capacity,lag_time"
MALATHIONANDG-MAL6,True,"GOOD (per-param): growth_rate,carrying_capacity,lag_time identifiable (ML said BAD, per-param override)",0.01625,0.01625,,1625000.0,,0.9993699978768247,3.476257168200397,0.9526710999658158,gompertz,47.49868777777778,92,0.013774387697189151,0.0001127626883461038,0.00383765822285441,0.00036001635745620673,14.366092568635427,0.18420718704291414,0.9825483492928482,0.0008152780493712557,0.0005651673474887848,1e-08,0.4642857142857143,-0.15064635788184777,0.01624998,1.200927713103251e-05,BAD,0.003760591984097975,0.009526624635099467,17.499493055555558,identifiable,0.013378351139012978,0.006067640887223293,24.499305555555555,identifiable,14.4050842450882,0.0013969675933370104,17.499493055555558,identifiable,6.999812499999997,all_identifiable,"growth_rate,carrying_capacity,lag_time"
MALATHIONANDG-MAL7,False,BAD: Rejected by ML pre-fit gate,0.0418033333333333,0.0441499999999999,,39.37015659148522,,,,,gompertz,47.49868777777778,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
MALATHIONANDG-MAL8,True,"GOOD (per-param): growth_rate,carrying_capacity,lag_time identifiable (ML said BAD, per-param override)",0.0378499999999999,0.0378499999999999,,3784999.9999999898,,0.9993714741878651,3.7238012556988025,0.9576528039883567,gompertz,47.49868777777778,92,0.037948461412590014,0.001015289404745972,0.0014028652428696576,6.484557303244586e-05,9.021654079851938,0.5562189701046192,0.9724126450345142,0.0021871203462280235,0.0016275047454053005,1e-08,0.5892857142857143,0.1180427913771267,0.037849979999999894,8.34893333815526e-06,BAD,0.004364012085984422,0.009576516073749807,16.49952222222222,identifiable,0.01869348321092237,0.007592856793646411,23.999318055555555,identifiable,12.625505890933905,0.002112427709511354,16.49952222222222,identifiable,7.499795833333334,all_identifiable,"growth_rate,carrying_capacity,lag_time"
IMIDACLOPRIDANDG-IMID1Y,False,BAD: Rejected by ML pre-fit gate,0.00510666666666664,0.0148666666666666,,2.4124339024856787,,,,,gompertz,47.49863111111111,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
IMIDACLOPRIDANDG-IMID2,False,BAD: Rejected by ML pre-fit gate,0.17764666666666667,0.1865833333333333,,25.02469456532933,,,,,gompertz,47.49863111111111,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
IMIDACLOPRIDANDG-IMID3,False,BAD: Rejected by ML pre-fit gate,0.00664000000000004,0.0095333333333333,,11.87435804694978,,,,,gompertz,47.49863111111111,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
IMIDACLOPRIDANDG-IMID5,False,BAD: Rejected by ML pre-fit gate,0.007400000000000021,0.028,,2.3006236838690777,,,,,gompertz,47.49863111111111,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
IMIDACLOPRIDANDG-IMID6,False,BAD: Rejected by ML pre-fit gate,0.16377666666666665,0.1678166666666666,,58.818388924549645,,,,,gompertz,47.49863111111111,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
IMIDACLOPRIDANDG-IMID8,False,BAD: Rejected by ML pre-fit gate,0.04262666666666664,0.0462666666666666,,86.7440024623608,,,,,gompertz,47.49863111111111,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
IMIDACLOPRIDANDG-IMID9Y,False,BAD: Rejected by ML pre-fit gate,0.00559666666666672,0.00945,,5.902603779895042,,,,,gompertz,47.49863111111111,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
DIAZINONANDLB-DIAZ18,False,BAD: Rejected by ML pre-fit gate,0.47466,0.5028666666666667,,7.95086296988097,,,,,gompertz,47.49868777777778,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
DIAZINONANDLB-DIAZ23,False,BAD: Rejected by ML pre-fit gate,0.46088666666666667,0.5637,,5.156281410453433,,,,,gompertz,47.49868777777778,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
DIAZINONANDLB-DIAZ26,False,BAD: Rejected by ML pre-fit gate,0.43753333333333333,0.4913333333333333,,6.111189558610648,,,,,gompertz,47.49868777777778,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
DIAZINONANDLB-DIAZ28,True,GOOD (ML): P(good)=1.000,1.1580033333333335,1.4326333333333334,,5.994718182940595,,0.9989342017868842,0.3844404903288814,1.3435445869297211,gompertz,17.999480833333333,31,1.3178974209691037,0.005066531307205305,0.12766451157844955,0.0017152296347425259,2.0966639382011728e-17,0.07589510244888882,0.9989342017868842,0.008865610681624435,0.00701282325304227,0.19317060418765125,1.0,0.7717840082791684,0.771662124958031,0.9999963416505275,GOOD,0.13965229748642177,0.021392675678893972,16.9995075,identifiable,1.3915235010972924,0.0033629861229789453,46.498713611111114,identifiable,0.5189612007054384,0.17385288834522647,14.999561111111111,weak,31.4991525,partial,"growth_rate,carrying_capacity,lag_time"
DIAZINONANDLB-DIAZ8,True,GOOD (ML): P(good)=1.000,0.3370166666666667,0.5478666666666666,,2.934665808489437,,0.9826734242529511,0.8596549914811816,6.1784072578107265,gompertz,19.499440555555555,35,0.38005360905788377,0.0037738114825517513,0.10375088492696433,0.02242920252242158,4.135249323204632e-12,0.6780242541016087,0.7284899353383505,0.017547405056088983,0.014163876943073833,0.11483987910709996,0.9107142857142857,0.8148648481720141,0.10733690845246677,0.9998768727668481,GOOD,0.10903060642569017,0.061784072578107266,14.999561111111111,identifiable,0.3710421477395386,0.008564492165903511,15.49955,identifiable,0.042845295203165046,2.637315218258467,14.999561111111111,unidentifiable,0.49998888888888793,poor,"growth_rate,carrying_capacity"
MALATHIONANDLB-MAL2,False,BAD: Rejected by ML pre-fit gate,0.7220466666666666,0.7265333333333333,,10.242640229182625,,,,,gompertz,47.49868777777778,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
MALATHION-MAL1,False,BAD: Rejected by ML pre-fit gate,0.0035666666666667006,0.0115,,4.448561350270104,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
MALATHION-MAL10,False,BAD: Rejected by ML pre-fit gate,0.00038666666666666016,0.0051666666666666,,0.36685192732789335,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
MALATHION-MAL2,False,BAD: Rejected by ML pre-fit gate,0.0021133333333333802,0.003,,3.0917389349203965,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
MALATHION-MAL3,False,BAD: Rejected by ML pre-fit gate,0.00408000000000004,0.0065333333333333,,4.901772239928596,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
MALATHION-MAL4,False,BAD: Rejected by ML pre-fit gate,0.008706666666666722,0.0181,,12.355626059247598,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
MALATHION-MAL5,False,BAD: Rejected by ML pre-fit gate,0.013233333333333278,0.0274999999999999,,23.611997217570906,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
MALATHION-MAL6,False,BAD: Rejected by ML pre-fit gate,0.00168666666666668,0.0021333333333333,,4.289436491010443,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
MALATHION-MAL7,False,BAD: Rejected by ML pre-fit gate,0.0005000000000000403,0.0069,,0.37062666960543983,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
MALATHION-MAL8,False,BAD: Rejected by ML pre-fit gate,0.0005000000000000403,0.0022,,0.6013506805270913,,,,,gompertz,47.49869,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
IMIDACLOPRIDANDLB-IMID1Y,False,BAD: Rejected by ML pre-fit gate,0.28354,0.2981333333333333,,36.619938680839205,,,,,gompertz,47.498685,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
IMIDACLOPRIDANDLB-IMID2,False,BAD: Rejected by ML pre-fit gate,0.39972666666666673,0.4313,,8.116586104122897,,,,,gompertz,47.498685,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
IMIDACLOPRIDANDLB-IMID3,True,GOOD (ML): P(good)=1.000,0.7413566666666668,0.7493333333333334,,119.92042421275929,,0.9974366995964935,1.4624376734230988,1.0165195662715223,gompertz,47.498685,96,0.9165514041199063,0.013403993030137902,0.021533561663247346,0.00021889286762205273,6.411172940756648,0.17093157306764084,0.9974366995964935,0.012483652115730557,0.010792937212743436,0.006182071749107338,1.0,0.9235774649063627,0.7289925231684521,0.9999959261135322,GOOD,0.021504531245527196,0.009973114708040135,43.998780833333335,identifiable,0.9165514041199063,0.014624376734230988,47.498685,identifiable,6.453221186890271,0.02651101212567893,43.998780833333335,identifiable,3.499904166666667,all_identifiable,"growth_rate,carrying_capacity,lag_time"
IMIDACLOPRIDANDLB-IMID5,False,BAD: Rejected by ML pre-fit gate,0.6826266666666667,0.7133333333333334,,15.151117401996173,,,,,gompertz,47.498685,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
IMIDACLOPRIDANDLB-IMID6,False,BAD: Rejected by ML pre-fit gate,0.2760333333333333,0.2792333333333333,,15.585724314467692,,,,,gompertz,47.498685,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
IMIDACLOPRIDANDLB-IMID8,False,BAD: Rejected by ML pre-fit gate,0.31598,0.3517333333333333,,9.22362858784734,,,,,gompertz,47.498685,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
IMIDACLOPRIDANDLB-IMID9Y,False,BAD: Rejected by ML pre-fit gate,0.6490466666666669,0.6696333333333335,,15.944372594584756,,,,,gompertz,47.498685,96,,,,,,,,,,,,,,0.0,BAD,,,,,,,,,,,,,,,
